N	종목명	현재가	전일비	등락률	액면가	시가총액	상장주식수	외국인비율	거래량	PER	ROE	토론실
220,대한해운,"3,175",205,-6.07%,500,"7,756","244,271",5.26,"24,599,778",46.69,11.47,
221,에스엘,"15,900",350,+2.25%,500,"7,664","48,203",14.72,"316,231",17.08,7.25,
222,한진중공업,"9,200",160,+1.77%,"5,000","7,661","83,274",20.89,"324,245",3.40,-132.20,
223,롯데하이마트,"32,200",200,+0.63%,"5,000","7,602","23,608",12.59,"70,730",-8.19,-5.02,
224,신성이엔지,"3,815",45,+1.19%,500,"7,599","199,183",1.19,"24,262,900",103.11,1.77,
225,풍산,"27,100",400,-1.45%,"5,000","7,595","28,024",13.32,"259,709",78.32,1.28,
226,S&T모티브,"51,800",900,-1.71%,"5,000","7,575","14,623",25.35,"60,270",12.15,0.33,
227,경동나비엔,"55,500",700,+1.28%,"1,000","7,551","13,605",9.98,"51,672",18.26,9.59,
228,LG상사,"19,450",500,+2.64%,"5,000","7,539","38,760",22.05,"241,121",5.30,2.49,
229,삼양식품,"99,800",100,-0.10%,"5,000","7,518","7,533",7.35,"37,322",9.86,23.15,
230,동아에스티,"88,600",700,-0.78%,"5,000","7,481","8,444",24.99,"19,132",9.32,11.58,
231,일진다이아,"52,500","1,500",+2.94%,"1,000","7,457","14,203",2.11,"302,940",104.37,8.06,
232,ARIRANG 200,"35,195",200,+0.57%,0,"7,444","21,150",0.47,"78,859",N/A,N/A,
233,한섬,"30,100",0,0.00%,500,"7,414","24,630",28.31,"58,690",9.12,8.37,
234,한진,"49,550",750,-1.49%,"5,000","7,407","14,948",14.06,"98,466",50.77,-0.34,
235,NICE,"19,350",0,0.00%,500,"7,330","37,882",22.88,"23,847",91.27,4.39,
236,삼부토건,"5,290",120,+2.32%,"1,000","7,276","137,546",0.20,"8,947,597",151.14,3.66,
237,대신증권,"14,050",0,0.00%,"5,000","7,134","50,773",19.33,"89,589",41.08,4.79,
238,아주캐피탈,"12,350",350,+2.92%,"5,000","7,107","57,546",1.19,"108,440",6.22,12.97,
239,TIGER MSCI Korea TR,"14,095",70,+0.50%,0,"7,090","50,300",0.01,"349,483",N/A,N/A,
240,HANARO 200,"35,005",200,+0.57%,0,"7,036","20,100",0.02,"137,991",N/A,N/A,
241,KINDEX 200,"35,115",205,+0.59%,0,"7,005","19,950",16.42,"240,713",N/A,N/A,
242,잇츠한불,"31,700",50,-0.16%,500,"6,952","21,929",0.43,"282,479",-48.84,-1.11,
243,한세실업,"17,200",100,-0.58%,500,"6,880","40,000",7.31,"114,609",-41.15,-0.06,
244,미래에셋생명,"3,885",15,-0.38%,"5,000","6,877","177,016",5.57,"208,552",6.69,4.98,
245,JW중외제약,"32,850",200,-0.61%,"2,500","6,872","20,920",5.55,"103,400",-23.20,-10.31,
246,동원F&B,"178,000","1,000",-0.56%,"5,000","6,869","3,859",6.53,"5,825",9.60,10.00,
247,하나투어,"49,250","2,300",+4.90%,500,"6,865","13,939",5.66,"591,530",-6.61,-4.22,
248,쿠쿠홀딩스,"96,500",100,-0.10%,500,"6,864","7,112",5.21,"10,388",6.99,12.38,
249,애경산업,"25,700",500,+1.98%,"1,000","6,787","26,410",2.53,"135,701",27.08,12.86,
250,롯데제과,"105,500",500,-0.47%,500,"6,770","6,417",16.79,"6,046",20.68,3.19,
251,한미반도체,"12,850",50,+0.39%,200,"6,618","51,502",3.07,"420,007",15.03,8.85,
252,미래에셋대우2우B,"4,725",0,0.00%,"5,000","6,615","140,000",13.48,"348,872",5.62,N/A,
253,효성첨단소재,"147,500","3,000",+2.08%,"5,000","6,608","4,480",7.06,"56,459",-5.02,-19.74,
254,동화약품,"23,600","5,000",+26.88%,"1,000","6,592","27,931",5.30,"14,761,944",22.98,3.15,
255,LIG넥스원,"29,950",0,0.00%,"5,000","6,589","22,000",5.84,"47,829",20.60,N/A,
256,한전기술,"17,100",450,+2.70%,200,"6,536","38,220",2.67,"231,379",27.23,5.54,
257,TIGER 단기채권액티브,"50,530",5,+0.01%,0,"6,521","12,906",0.00,"2,964",N/A,N/A,
258,SPC삼립,"75,500",600,+0.80%,"5,000","6,515","8,629",2.95,"17,569",-49.51,6.34,
259,HDC,"10,800",150,+1.41%,"5,000","6,452","59,742",20.95,"399,112",2.95,12.58,
260,LG하우시스,"71,400","2,200",-2.99%,"5,000","6,403","8,968",19.16,"62,184",-103.03,1.26,
261,한일시멘트,"91,900",700,-0.76%,"5,000","6,365","6,926",2.28,"2,813",8.16,4.62,
262,제주항공,"16,500",150,+0.92%,"5,000","6,352","38,500",1.92,"427,099",-1.95,-9.36,
263,KOSEF 200,"35,020",190,+0.55%,0,"6,339","18,100",0.00,"339,324",N/A,N/A,
264,현대일렉트릭,"17,550",300,-1.68%,"5,000","6,326","36,047",8.70,"457,483",-3.00,-34.08,
265,유안타증권,"3,160",40,-1.25%,"5,000","6,307","199,597",63.98,"521,361",11.09,6.60,
266,풀무원,"16,400",0,0.00%,500,"6,252","38,121",1.23,"73,492",40.49,0.95,
267,KODEX Top5PlusTR,"15,520",55,-0.35%,0,"6,239","40,200",12.44,"13,094",N/A,N/A,
268,TIGER TOP10,"11,865",85,+0.72%,0,"6,105","51,450",0.21,"559,439",N/A,N/A,
269,아모레퍼시픽우,"57,800",400,-0.69%,500,"6,102","10,558",59.39,"64,619",29.06,N/A,
270,현대건설기계,"30,900","1,750",+6.00%,"5,000","6,088","19,701",11.97,"682,486",-26.92,0.26,
271,대림건설,"27,200",100,+0.37%,"5,000","5,998","22,053",2.70,"162,081",3.44,23.04,
272,롯데손해보험,"1,920",30,+1.59%,"1,000","5,958","310,336",1.12,"5,051,632",-17.94,-6.69,
273,효성중공업,"63,700","2,400",+3.92%,"5,000","5,940","9,325",5.65,"272,050",-10.54,1.45,
274,삼화콘덴서,"57,100",300,+0.53%,"1,000","5,936","10,395",11.56,"213,163",28.05,21.24,
275,교촌에프앤비,"23,750",450,-1.86%,500,"5,933","24,983",0.15,"494,977",16.83,43.70,
276,QV 코스피 변동성 매칭형 양매도 ETN,"8,415",0,0.00%,0,"5,890","70,000",0.00,0,N/A,N/A,
277,동양생명,"3,610",75,+2.12%,"5,000","5,825","161,359",83.84,"348,099",4.60,4.73,
278,한국단자,"55,800","1,600",-2.79%,500,"5,812","10,415",24.96,"73,031",15.69,4.55,
279,락앤락,"10,700",0,0.00%,500,"5,798","54,187",71.22,"94,137",46.12,2.44,
280,쌍용차,"3,855",25,-0.64%,"5,000","5,776","149,840",76.50,"843,490",-1.25,-62.27,
281,LG전자우,"33,450",350,-1.04%,"5,000","5,749","17,186",46.93,"94,397",7.27,N/A,
282,삼양홀딩스,"66,700",500,-0.74%,"5,000","5,712","8,564",7.75,"10,998",13.92,2.18,
283,넥센타이어,"5,810",10,-0.17%,500,"5,674","97,668",7.25,"295,369",38.73,7.94,
284,롯데정보통신,"36,850",450,-1.21%,"5,000","5,674","15,396",2.97,"48,235",15.81,14.77,
285,부산가스,"51,400",400,+0.78%,"5,000","5,654","11,000",3.48,"1,802",2.98,7.57,
286,서흥,"48,600","1,250",-2.51%,500,"5,623","11,569",12.68,"45,035",12.29,11.15,
287,에이프로젠제약,"1,410",85,-5.69%,500,"5,620","398,576",3.38,"13,445,601",45.48,-4.19,
288,삼양사,"53,800",900,-1.65%,"5,000","5,549","10,313",5.12,"26,313",11.46,3.07,
289,빙그레,"55,900",300,+0.54%,"5,000","5,507","9,851",26.59,"17,076",11.00,7.36,
290,TIGER 미국나스닥100,"59,590",70,+0.12%,0,"5,423","9,100",0.02,"79,783",N/A,N/A,
291,영원무역홀딩스,"39,750",50,-0.13%,500,"5,420","13,636",22.87,"16,978",4.87,9.60,
292,미원에스씨,"105,500","1,000",-0.94%,500,"5,380","5,100",1.66,380,14.21,N/A,
293,일동제약,"22,350","2,250",+11.19%,"1,000","5,320","23,803",7.45,"816,585",-36.34,-5.08,
294,종근당홀딩스,"105,500","5,000",-4.52%,"2,500","5,285","5,010",12.48,"217,083",10.24,10.03,
295,KODEX 코스닥 150,"13,255",75,-0.56%,0,"5,282","39,850",4.08,"3,796,262",N/A,N/A,
296,한국카본,"12,000",100,+0.84%,500,"5,275","43,961",20.82,"1,719,980",12.05,5.74,
297,미원상사,"105,500",0,0.00%,500,"5,243","4,970",4.66,"2,834",13.58,14.74,
298,대덕전자,"10,600",100,+0.95%,500,"5,238","49,417",8.19,"660,429",N/A,N/A,
299,교보증권,"8,050",20,-0.25%,"5,000","5,205","64,653",4.65,"151,101",4.33,9.06,
300,광동제약,"9,830",140,-1.40%,"1,000","5,153","52,421",23.20,"344,625",9.43,5.57,
301,제이콘텐트리,"31,200",800,+2.63%,"5,000","5,112","16,385",6.04,"136,605",-10.17,0.34,
302,세방전지,"36,500",500,-1.35%,500,"5,110","14,000",31.49,"82,147",6.91,7.70,
303,TIGER CD금리투자KIS(합성),"50,135",0,0.00%,0,"5,065","10,102",0.00,30,N/A,N/A,
304,KODEX WTI원유선물(H),"6,625",115,+1.77%,0,"5,048","76,200",0.11,"2,371,770",N/A,N/A,
305,한국자산신탁,"4,040",25,-0.62%,500,"5,009","123,978",9.59,"291,195",4.67,14.28,
306,케이씨텍,"25,150",0,0.00%,500,"4,990","19,839",9.93,"191,517",11.48,13.52,
307,삼성화재우,"156,000","1,000",-0.64%,500,"4,980","3,192",20.35,"10,066",11.92,N/A,
308,진에어,"11,050",200,+1.84%,"1,000","4,972","45,000",1.31,"562,053",-2.18,-24.74,
309,한국콜마홀딩스,"26,650",100,+0.38%,500,"4,951","18,577",16.94,"53,824",11.59,10.51,
310,신영증권,"52,100",200,+0.39%,"5,000","4,890","9,386",8.41,"3,640",11.10,1.80,
311,KODEX 코스닥150선물인버스,"5,150",25,+0.49%,0,"4,877","94,700",6.13,"40,371,789",N/A,N/A,
312,SGC에너지,"33,200","1,100",-3.21%,"5,000","4,873","14,677",1.48,"160,335",21.25,-0.07,
313,코오롱글로벌,"19,100",550,-2.80%,"5,000","4,815","25,210",2.60,"160,988",5.64,10.74,
314,한국토지신탁,"1,905",10,+0.53%,"1,000","4,810","252,489",14.18,"1,085,905",5.83,12.72,
315,남선알미늄,"4,355",135,+3.20%,500,"4,798","110,179",7.14,"4,945,588",44.44,8.33,
316,덴티움,"43,300","1,100",+2.61%,500,"4,793","11,069",14.86,"114,392",187.45,7.37,
317,한화투자증권,"2,230",25,-1.11%,"5,000","4,784","214,548",6.35,"1,487,565",12.67,9.36,
318,서울가스,"95,200","2,100",+2.26%,"5,000","4,760","5,000",7.40,"5,419",21.91,3.06,
319,지역난방공사,"40,400",250,+0.62%,"5,000","4,678","11,579",1.09,"14,673",-95.28,-1.66,
320,우리종금,534,4,+0.75%,500,"4,668","874,203",2.15,"2,517,770",5.87,15.63,
321,LF,"15,750",50,-0.32%,"5,000","4,605","29,240",23.25,"89,353",10.78,5.65,
322,삼성SDI우,"284,000","6,000",+2.16%,"5,000","4,595","1,618",11.61,"25,472",96.90,N/A,
323,BGF,"4,745",55,+1.17%,"1,000","4,542","95,717",8.62,"162,701",24.21,1.79,
324,KODEX 코스피,"26,170",110,+0.42%,0,"4,501","17,200",0.05,"95,080",N/A,N/A,
325,효성화학,"140,500","1,000",+0.72%,"5,000","4,482","3,190",10.84,"26,097",128.08,21.37,
326,남해화학,"9,020",290,+3.32%,"1,000","4,481","49,679",5.66,"967,215",18.30,3.74,
327,현대에너지솔루션,"39,950",900,+2.30%,"5,000","4,474","11,200",2.30,"329,827",14.33,N/A,
328,한독,"32,300",500,-1.52%,500,"4,446","13,764",3.71,"61,884",14.15,10.78,
329,엔에스쇼핑,"13,150",400,-2.95%,500,"4,431","33,696",11.71,"43,672",547.92,-1.76,
330,한화손해보험,"3,785",745,+24.51%,"5,000","4,419","116,739",7.46,"18,307,852",-23.81,-4.87,
331,삼성 코스피 양매도 5% OTM ETN,"8,810",0,0.00%,0,"4,405","50,000",0.00,0,N/A,N/A,
332,율촌화학,"17,600",50,+0.28%,500,"4,365","24,800",6.63,"256,834",19.69,5.37,
333,이연제약,"25,250",850,-3.26%,500,"4,360","17,269",1.04,"733,283",133.60,2.68,
334,한일현대시멘트,"25,850",150,-0.58%,"5,000","4,348","16,821",0.42,"23,301",8.51,21.69,
335,스카이라이프,"9,030",20,-0.22%,"2,500","4,318","47,822",16.16,"105,459",6.75,8.02,
336,SK렌터카,"9,130",110,+1.22%,500,"4,317","47,286",0.66,"77,139",14.09,5.51,
337,에이프로젠 KIC,"2,385",155,-6.10%,500,"4,291","179,914",1.95,"21,905,976",-7.98,4.70,
338,코스모신소재,"14,550",50,+0.34%,"1,000","4,256","29,248",2.13,"332,195",191.45,-4.99,
339,KODEX 선진국MSCI World,"15,805",90,+0.57%,0,"4,188","26,500",0.00,"412,052",N/A,N/A,
340,디피씨,"10,000",160,+1.63%,500,"4,168","41,678",3.77,"903,825",24.27,7.12,
341,화승인더,"7,510",70,-0.92%,500,"4,155","55,320",18.17,"258,579",10.62,19.66,
342,제일파마홀딩스,"26,000",400,-1.52%,500,"4,153","15,973",9.54,"356,894",-4.70,-20.52,
343,태림포장,"5,810",10,-0.17%,500,"4,114","70,806",1.61,"3,331,766",-161.39,5.88,
344,TIGER 2차전지테마,"12,445",245,+2.01%,0,"4,076","32,750",0.03,"1,937,905",N/A,N/A,
345,유니드,"45,600",100,-0.22%,"5,000","4,054","8,890",12.00,"25,429",5.77,9.87,
346,세진중공업,"7,070",90,+1.29%,500,"4,019","56,849",0.88,"971,730",-59.41,1.52,
347,태영건설,"10,300",100,+0.98%,500,"4,007","38,899",11.66,"188,514",11.92,8.38,
348,KODEX 2차전지산업,"13,340",330,+2.54%,0,"4,002","30,000",0.01,"5,634,482",N/A,N/A,
349,JW홀딩스,"6,020",40,+0.67%,500,"4,000","66,452",4.76,"545,186",-13.68,-20.18,
350,알루코,"4,785",85,+1.81%,500,"3,981","83,207",1.02,"2,189,685",82.50,-3.55,
351,하나제약,"24,600",300,-1.20%,500,"3,985","16,200",0.79,"65,770",15.80,13.30,
352,한라홀딩스,"37,850",300,+0.80%,"5,000","3,964","10,472",10.11,"31,005",24.87,4.69,
353,대성홀딩스,"24,500",100,+0.41%,"1,000","3,942","16,089",1.81,"72,519",32.36,3.24,
354,유진투자증권,"4,060",45,-1.10%,"5,000","3,933","96,866",7.45,"568,118",6.21,5.36,
355,모토닉,"11,900",550,+4.85%,500,"3,927","33,000",13.10,"143,612",38.39,2.80,
356,세아베스틸,"10,900",100,-0.91%,"5,000","3,909","35,862",9.43,"271,163",32.93,0.93,
357,필룩스,"4,325",320,-6.89%,500,"3,894","90,043",9.03,"3,008,799",-7.29,-5.29,
358,대원제약,"19,050",100,-0.52%,500,"3,856","20,244",18.52,"95,436",16.02,14.05,
359,롯데푸드,"339,000","1,000",+0.30%,"5,000","3,837","1,132",11.53,"3,204",4.86,5.40,
360,KOSEF 200TR,"40,790",205,+0.51%,0,"3,834","9,400",0.00,"3,477",N/A,N/A,
361,신한알파리츠,"7,320",0,0.00%,"1,000","3,831","52,330",0.93,"79,859",43.83,2.09,
362,맵스리얼티1,"4,075",5,+0.12%,0,"3,783","92,834",4.48,"66,758",N/A,N/A,
363,이리츠코크렙,"5,940",30,+0.51%,500,"3,762","63,342",0.08,"57,464",27.89,2.58,
364,삼진제약,"27,000",50,-0.18%,"1,000","3,753","13,900",18.65,"53,794",15.81,5.69,
365,현대차증권,"12,550",0,0.00%,"5,000","3,682","29,337",5.97,"113,281",6.02,7.93,
366,금호산업,"10,050",320,+3.29%,"5,000","3,682","36,634",2.82,"1,010,449",9.84,3.20,
367,대상홀딩스,"10,150",150,-1.46%,"1,000","3,676","36,213",5.40,"194,879",3.54,13.07,
368,현대퓨처넷,"3,250",5,-0.15%,500,"3,668","112,877",16.28,"126,090",10.35,5.19,
369,신영증권우,"52,000",100,-0.19%,"5,000","3,668","7,054",7.98,"2,312",11.08,N/A,
370,SK증권,770,5,-0.65%,500,"3,639","472,590",6.27,"6,109,993",256.67,5.62,
371,TIGER 차이나CSI300,"11,295",90,-0.79%,0,"3,637","32,200",0.45,"385,306",N/A,N/A,
372,송원산업,"15,000",700,+4.90%,500,"3,600","24,000",19.63,"989,043",11.77,8.24,
373,조광피혁,"53,800",900,+1.70%,"5,000","3,577","6,649",0.39,"3,980",18.08,5.66,
374,비티원,"7,210",330,+4.80%,500,"3,562","49,407",1.45,"1,946,778","2,403.33",29.38,
375,한국금융지주우,"60,700",100,-0.16%,"5,000","3,556","5,858",14.69,"27,788",5.74,N/A,
376,이월드,"3,440",30,-0.86%,"1,000","3,548","103,140",0.94,"483,129",-63.70,4.67,
377,진흥기업,"2,425",10,-0.41%,500,"3,528","145,472",0.24,"168,382",78.23,23.08,
378,SBS,"19,050",500,-2.56%,"5,000","3,477","18,253",0.00,"236,789",-4.81,3.46,
379,한국쉘석유,"267,000","5,500",+2.10%,"5,000","3,471","1,300",63.10,"9,279",14.57,21.30,
380,하이트진로홀딩스,"14,950",150,-0.99%,"5,000","3,469","23,207",5.07,"25,959",8.65,-4.65,
381,농심홀딩스,"74,200",400,-0.54%,"5,000","3,441","4,638",3.50,"3,431",5.52,4.03,
382,케이씨,"25,300",100,-0.39%,500,"3,429","13,554",10.91,"65,610",6.19,12.38,
383,KINDEX 단기통안채,"100,900",0,0.00%,0,"3,423","3,392",17.69,469,N/A,N/A,
384,코람코에너지리츠,"4,890",5,-0.10%,500,"3,404","69,620",0.02,"226,604",N/A,N/A,
385,퍼시스,"29,550",250,+0.85%,"1,000","3,398","11,500",20.60,477,9.17,7.86,
386,이수화학,"14,550",600,-3.96%,"5,000","3,358","23,077",2.15,"1,326,979",24.58,-2.40,
387,삼천리,"82,400",200,-0.24%,"5,000","3,341","4,055",16.72,"4,959",24.75,2.98,
388,대교,"3,920",0,0.00%,500,"3,320","84,703",7.00,"71,725",-23.76,2.76,
389,경방,"11,800",50,-0.42%,500,"3,235","27,415",2.86,"26,041",7.16,6.02,
390,해성디에스,"19,000",200,-1.04%,"5,000","3,230","17,000",2.75,"84,573",9.83,9.06,
391,웅진씽크빅,"2,750",45,+1.66%,500,"3,229","117,402",5.28,"562,685",-2.09,-35.62,
392,한솔제지,"13,550",550,+4.23%,"5,000","3,225","23,801",15.69,"512,769",4.33,6.92,
393,SMART 200TR,"11,680",65,+0.56%,0,"3,224","27,600",0.01,"31,440",N/A,N/A,
394,조선내화,"80,400",400,+0.50%,"5,000","3,216","4,000",2.84,411,6.78,4.13,
395,YG PLUS,"5,390",140,+2.67%,500,"3,207","59,496",0.52,"2,419,944",-42.78,-3.48,
396,코리아써키트,"13,450",450,+3.46%,500,"3,177","23,621",2.96,"229,822",28.44,0.21,
397,E1,"46,300",150,-0.32%,"5,000","3,176","6,860",4.27,"27,219",4.62,-3.63,
398,애경유화,"9,890",60,-0.60%,500,"3,169","32,040",16.36,"272,744",9.58,8.62,
399,아이마켓코리아,"8,920",40,+0.45%,500,"3,157","35,393",12.37,"60,146",24.64,4.31,
400,코리아오토글라스,"15,750",250,-1.56%,"5,000","3,150","20,000",5.50,"89,640",10.83,9.36,
401,한화3우B,"14,050",150,-1.06%,"5,000","3,157","22,472",10.24,"54,771",5.73,N/A,
402,JW생명과학,"19,400",450,-2.27%,"2,500","3,072","15,835",6.34,"130,291",12.25,18.92,
403,현대리바트,"14,950",50,-0.33%,"1,000","3,070","20,535",4.46,"158,873",12.33,4.30,
404,한일홀딩스,"53,200",0,0.00%,"5,000","3,066","5,763",3.59,"1,459",22.10,1.38,
405,한국철강,"6,560",840,+14.69%,"1,000","3,021","46,050",15.43,"4,869,363",8.99,2.65,
406,고려제강,"15,100",250,+1.68%,"1,000","3,020","20,000",7.91,"70,411",-14.37,0.73,
407,유니퀘스트,"11,050",200,+1.84%,500,"3,017","27,307",46.97,"516,659",21.25,12.68,
408,LG헬로비전,"3,890",0,0.00%,"2,500","3,013","77,447",8.70,"439,034",-3.14,-9.40,
409,동성제약,"11,450",100,-0.87%,"1,000","2,989","26,101",6.77,"69,744",-31.11,-13.15,
410,엘브이엠씨홀딩스,"3,535",220,+6.64%,0,"2,982","84,349",1.56,"4,650,423",-4.87,-15.37,
411,금호에이치티,"2,605",5,+0.19%,500,"2,970","114,004",2.25,"3,487,743",-28.01,-0.05,
412,세아홀딩스,"74,200","1,000",+1.37%,"5,000","2,968","4,000",0.71,"1,073",38.37,1.58,
413,AK홀딩스,"22,400","1,300",+6.16%,"5,000","2,967","13,248",9.55,"194,408",-1.94,3.38,
414,동양,"1,240",25,+2.06%,500,"2,960","238,684",8.05,"1,136,759",206.67,-0.05,
415,삼양패키징,"20,700",200,-0.96%,"5,000","2,941","14,210",12.39,"21,427",7.27,10.29,
416,경인양행,"7,060",150,+2.17%,500,"2,914","41,276",3.01,"506,835",68.54,6.57,
417,환인제약,"15,650",50,-0.32%,500,"2,911","18,600",15.12,"111,965",14.89,N/A,
418,아세아제지,"32,500",500,-1.52%,"5,000","2,911","8,957",5.34,"113,742",6.25,10.99,
419,신풍제약우,"131,500","2,500",+1.94%,500,"2,893","2,200",0.23,"42,318","3,984.85",N/A,
420,대신증권우,"11,000",100,+0.92%,"5,000","2,860","26,000",13.36,"119,936",32.16,N/A,
421,SK케미칼우,"195,000","7,500",-3.70%,"5,000","2,844","1,459",1.76,"122,030",10.03,N/A,
422,아시아나IDT,"25,600",700,+2.81%,500,"2,842","11,100",0.12,"824,325",-31.41,-5.44,
423,한솔테크닉스,"8,840",30,+0.34%,"5,000","2,839","32,110",10.54,"249,941",25.19,2.79,
424,케이씨씨글라스,"33,950",350,-1.02%,"1,000","2,835","8,350",6.50,"44,851",N/A,N/A,
425,TIGER 코스닥150,"13,330",60,-0.45%,0,"2,834","21,260",2.35,"272,728",N/A,N/A,
426,종근당바이오,"51,300","2,800",-5.18%,"2,500","2,814","5,486",3.20,"949,888",26.39,N/A,
427,휴비스,"8,080",20,-0.25%,"5,000","2,788","34,500",3.09,"134,022",10.45,-0.07,
428,경농,"12,750",0,0.00%,500,"2,766","21,692",0.40,"69,400",35.71,2.47,
429,코오롱,"21,900",300,+1.39%,"5,000","2,765","12,626",11.52,"53,574",2.98,-2.61,
430,세아제강,"96,000","3,400",+3.67%,"5,000","2,723","2,836",6.32,"28,909",12.30,4.42,
431,동부건설,"11,850",0,0.00%,"5,000","2,690","22,702",2.75,"52,251",3.87,15.30,
432,경보제약,"11,200",250,+2.28%,500,"2,678","23,907",1.28,"1,164,916",36.96,3.55,
433,도화엔지니어링,"7,880",160,+2.07%,500,"2,657","33,720",1.68,"250,148",13.02,6.94,
434,자화전자,"14,800",400,-2.63%,500,"2,649","17,900",10.86,"243,468",-70.14,-0.10,
435,국도화학,"45,300",150,+0.33%,"5,000","2,632","5,811",27.88,"15,566",8.24,6.89,
436,신성통상,"1,815",5,-0.27%,500,"2,608","143,708",0.81,"796,154",75.62,3.12,
437,삼영무역,"14,050",100,-0.71%,500,"2,595","18,467",20.09,"22,885",8.03,10.32,
438,신도리코,"25,700",100,+0.39%,"5,000","2,591","10,080",19.22,"17,499",-42.34,1.66,
439,KPX케미칼,"53,300","1,900",+3.70%,"5,000","2,580","4,840",29.22,"27,474",4.71,9.04,
440,CJ4우(전환),"60,900",300,+0.50%,"5,000","2,574","4,227",4.30,"9,906",10.12,N/A,
441,TIGER 200 IT,"29,640",180,+0.61%,0,"2,567","8,660",0.10,"352,619",N/A,N/A,
442,자이에스앤디,"9,580",110,+1.16%,"1,000","2,566","26,783",1.83,"92,790",14.21,13.56,
443,대한제분,"151,500","3,000",-1.94%,"5,000","2,560","1,690",10.29,"6,503",9.47,2.25,
444,삼성출판사,"25,600",250,-0.97%,500,"2,560","10,000",1.50,"887,313",64.97,5.49,
445,KISCO홀딩스,"13,850",950,+7.36%,"1,000","2,559","18,476",9.96,"219,036",5.04,5.58,
446,KG케미칼,"19,650",800,+4.24%,"5,000","2,557","13,013",3.83,"241,470",1.97,32.69,
447,KEC,"2,190",115,+5.54%,500,"2,556","116,707",3.01,"61,285,113",-12.30,-8.99,
448,효성ITX,"22,100",150,-0.67%,500,"2,554","11,558",1.35,"20,492",23.07,21.77,
449,아세아시멘트,"65,500",200,-0.30%,"5,000","2,552","3,896",4.35,"8,537",18.29,3.54,
450,KPX홀딩스,"60,300","2,100",-3.37%,"5,000","2,547","4,225",31.31,"69,669",4.66,5.55,
